Mod:Item:MetaData, Localized Name
hbm:missile_skin_flames, Скин Ракеты: Sick Flames
hbm:missile_skin_manly_pink, Скин Ракеты: Мужественный Розовый
hbm:missile_skin_orange_insulation, Скин Ракеты: Оранжевый Изолятор
hbm:missile_skin_sleek, Скин Ракеты: IF-R&D
hbm:missile_skin_soviet_glory, Скин Ракеты: Советская Слава
hbm:missile_skin_soviet_stank, Скин Ракеты: Советская Вонь
hbm:missile_skin_metal, Скин Ракеты: Металл
hbm:missile_custom, Пользовательская Ракета
hbm:sliding_blast_door_skin0, Sideways Sliding Blast Door Default Skin
hbm:sliding_blast_door_skin1, Sideways Sliding Blast Door Variant 1 Skin
hbm:sliding_blast_door_skin2, Sideways Sliding Blast Door Variant 2 Skin
hbm:door_metal, Металлическая дверь
hbm:door_office, Офисная дверь
hbm:door_bunker, Бункерная дверь
hbm:record_lc, item.record_lc.name
hbm:record_ss, item.record_ss.name
hbm:record_vc, item.record_vc.name
hbm:record_glass, item.record_glass.name
hbm:flame_pony, Картинка цветной лошади
hbm:flame_conspiracy, Конспирологическая теория
hbm:flame_politics, Политическая тема
hbm:flame_opinion, Собственное мнение
hbm:polaroid, Полароид
hbm:glitch, Глюк
hbm:burnt_bark, Обожженная кора
hbm:letter, Экспресс-почта
hbm:book_secret, 3-596-50802-9
hbm:book_of_, Книга Вагонов
hbm:crystal_horn, Кристалльный рог
hbm:crystal_charred, Обугленный кристалл
hbm:watch, Сломанные карманные часы
hbm:apple_euphemium, Эвфемиевое Яблоко
hbm:wand_k, Строительная палочка
hbm:wand_s, Структурная палочка
hbm:wand_d, Отладочная палочка
hbm:rod_of_discord, Жезл раздора
hbm:defuser, Высокотехнологичное устройство для разминирования
hbm:reacher, Вольфрамовые хваталки
hbm:bismuth_tool, Магнитный экстрактор
hbm:meltdown_tool, Аппликатор мгновенного расплавления Дятлова
hbm:chopper_head, Кабина Вертолета-охотника
hbm:chopper_gun, Огневая установка
hbm:chopper_torso, Корпус Вертолёта-охотника
hbm:chopper_tail, Хвост Вертолёта-охотника
hbm:chopper_wing, Крыло Вертолета-охотника
hbm:chopper_blades, Лопасти Вертолёта-охотника
hbm:combine_scrap, CMB-металлолом
hbm:shimmer_head, Тяжелая головка молота
hbm:shimmer_axe_head, Тяжелое лезвие топора
hbm:shimmer_handle, Усиленная полимерная ручка
hbm:telepad, Телепад
hbm:entanglement_kit, Комплект для квантового запутывания
hbm:bob_metalworks, item.bob_metalworks.name
hbm:bob_assembly, item.bob_assembly.name
hbm:bob_chemistry, item.bob_chemistry.name
hbm:bob_oil, item.bob_oil.name
hbm:bob_nuclear, item.bob_nuclear.name
hbm:digamma_see, item.digamma_see.name
hbm:digamma_feel, item.digamma_feel.name
hbm:digamma_know, item.digamma_know.name
hbm:digamma_kauai_moho, item.digamma_kauai_moho.name
hbm:digamma_up_on_top, item.digamma_up_on_top.name
hbm:smoke1, item.smoke1.name
hbm:smoke2, item.smoke2.name
hbm:smoke3, item.smoke3.name
hbm:smoke4, item.smoke4.name
hbm:smoke5, item.smoke5.name
hbm:smoke6, item.smoke6.name
hbm:smoke7, item.smoke7.name
hbm:smoke8, item.smoke8.name
hbm:b_smoke1, item.b_smoke1.name
hbm:b_smoke2, item.b_smoke2.name
hbm:b_smoke3, item.b_smoke3.name
hbm:b_smoke4, item.b_smoke4.name
hbm:b_smoke5, item.b_smoke5.name
hbm:b_smoke6, item.b_smoke6.name
hbm:b_smoke7, item.b_smoke7.name
hbm:b_smoke8, item.b_smoke8.name
hbm:d_smoke1, item.d_smoke1.name
hbm:d_smoke2, item.d_smoke2.name
hbm:d_smoke3, item.d_smoke3.name
hbm:d_smoke4, item.d_smoke4.name
hbm:d_smoke5, item.d_smoke5.name
hbm:d_smoke6, item.d_smoke6.name
hbm:d_smoke7, item.d_smoke7.name
hbm:d_smoke8, item.d_smoke8.name
hbm:cloud1, item.cloud1.name
hbm:cloud2, item.cloud2.name
hbm:cloud3, item.cloud3.name
hbm:cloud4, item.cloud4.name
hbm:cloud5, item.cloud5.name
hbm:cloud6, item.cloud6.name
hbm:cloud7, item.cloud7.name
hbm:cloud8, item.cloud8.name
hbm:gasflame1, item.gasflame1.name
hbm:gasflame2, item.gasflame2.name
hbm:gasflame3, item.gasflame3.name
hbm:gasflame4, item.gasflame4.name
hbm:gasflame5, item.gasflame5.name
hbm:gasflame6, item.gasflame6.name
hbm:gasflame7, item.gasflame7.name
hbm:gasflame8, item.gasflame8.name
hbm:flame_1, item.flame_1.name
hbm:flame_2, item.flame_2.name
hbm:flame_3, item.flame_3.name
hbm:flame_4, item.flame_4.name
hbm:flame_5, item.flame_5.name
hbm:flame_6, item.flame_6.name
hbm:flame_7, item.flame_7.name
hbm:flame_8, item.flame_8.name
hbm:flame_9, item.flame_9.name
hbm:flame_10, item.flame_10.name
hbm:orange1, item.orange1.name
hbm:orange2, item.orange2.name
hbm:orange3, item.orange3.name
hbm:orange4, item.orange4.name
hbm:orange5, item.orange5.name
hbm:orange6, item.orange6.name
hbm:orange7, item.orange7.name
hbm:orange8, item.orange8.name
hbm:pc1, item.pc1.name
hbm:pc2, item.pc2.name
hbm:pc3, item.pc3.name
hbm:pc4, item.pc4.name
hbm:pc5, item.pc5.name
hbm:pc6, item.pc6.name
hbm:pc7, item.pc7.name
hbm:pc8, item.pc8.name
hbm:chlorine1, item.chlorine1.name
hbm:chlorine2, item.chlorine2.name
hbm:chlorine3, item.chlorine3.name
hbm:chlorine4, item.chlorine4.name
hbm:chlorine5, item.chlorine5.name
hbm:chlorine6, item.chlorine6.name
hbm:chlorine7, item.chlorine7.name
hbm:chlorine8, item.chlorine8.name
hbm:ln2_1, item.ln2_1.name
hbm:ln2_2, item.ln2_2.name
hbm:ln2_3, item.ln2_3.name
hbm:ln2_4, item.ln2_4.name
hbm:ln2_5, item.ln2_5.name
hbm:ln2_6, item.ln2_6.name
hbm:ln2_7, item.ln2_7.name
hbm:ln2_8, item.ln2_8.name
hbm:ln2_9, item.ln2_9.name
hbm:ln2_10, item.ln2_10.name
hbm:gas1, item.gas1.name
hbm:gas2, item.gas2.name
hbm:gas3, item.gas3.name
hbm:gas4, item.gas4.name
hbm:gas5, item.gas5.name
hbm:gas6, item.gas6.name
hbm:gas7, item.gas7.name
hbm:gas8, item.gas8.name
hbm:spill1, item.spill1.name
hbm:spill2, item.spill2.name
hbm:spill3, item.spill3.name
hbm:spill4, item.spill4.name
hbm:spill5, item.spill5.name
hbm:spill6, item.spill6.name
hbm:spill7, item.spill7.name
hbm:spill8, item.spill8.name
hbm:nothing, Ничего
hbm:ducc, ducc
hbm:discharge, item.discharge.name
hbm:undefined, Undefined
hbm:mysteryshovel, Непрочная лопата
hbm:memory, item.null.name
hbm:test_render, tile.test_render.name
hbm:obj_tester, tile.obj_tester.name
hbm:cheater_virus, Охлаждённый Эвфемий
hbm:cheater_virus_seed, Нестабильный блок шрабидата эвфемия
hbm:crystal_virus, Тёмный кристалл
hbm:crystal_hardened, Закаленный темный кристалл
hbm:crystal_pulsar, Пульсирующий кристалл
hbm:taint, Порча
hbm:residue, Облачный осадок
hbm:balefire, Жар-пламя
hbm:fire_digamma, Затяжная Дигамма
hbm:digamma_matter, tile.digamma_matter.name
hbm:asphalt, Асфальт
hbm:reinforced_brick, Усиленный камень
hbm:reinforced_glass, Усиленное стекло
hbm:reinforced_light, Усиленный светящийся камень
hbm:reinforced_sand, Усиленный песчаник
hbm:reinforced_lamp_off, Усиленная лампа
hbm:reinforced_lamp_on, Усиленная лампа
hbm:reinforced_stone, Уплотненный камень
hbm:concrete_smooth, Бетон
hbm:concrete, Бетонная плитка
hbm:concrete_asbestos, Асбестобетон
hbm:concrete_pillar, Арматурный железобетонный столб
hbm:lamp_demon, Лампа из заряда-демона
hbm:ore_uranium, Урановая руда
hbm:ore_uranium_scorched, Обожженная урановая руда
hbm:ore_schrabidium, Шрабидиевая руда
hbm:ore_nether_coal, Горящая руда адского угля
hbm:ore_nether_smoldering, Тлеющий адский камень
hbm:ore_nether_uranium, Адская урановая руда
hbm:ore_nether_uranium_scorched, Обожённая адская урановая руда
hbm:ore_nether_cobalt, Адская кобальтовая руда
hbm:ore_nether_schrabidium, Адская шрабидиевая руда
hbm:ore_thorium, Торий
hbm:ore_titanium, Титановая руда
hbm:ore_sulfur, Сера
hbm:ore_niter, Селитра
hbm:ore_copper, Медная руда
hbm:ore_tungsten, Вольфрамовая Руда
hbm:ore_aluminium, Алюминиевая руда
hbm:ore_fluorite, Флюорит
hbm:ore_lead, Свинцовая руда
hbm:ore_beryllium, Бериллиевая руда
hbm:ore_lignite, Бурый уголь
hbm:ore_asbestos, Асбестовая руда
hbm:ore_rare, Редкоземельная руда
hbm:ore_nether_plutonium, Адская плутониевая руда
hbm:ore_nether_tungsten, Адская вольфрамовая руда
hbm:ore_nether_sulfur, Адская серная руда
hbm:ore_nether_fire, Адская фосфорная руда
hbm:ore_coal_oil, Маслянистая угольная руда
hbm:ore_coal_oil_burning, Горящая маслянистая угольная руда
hbm:cluster_iron, Железорудный кластер
hbm:cluster_titanium, Титановый рудный кластер
hbm:cluster_aluminium, Алюминиевый рудный кластер
hbm:ore_cobalt, Кобальтовая руда
hbm:ore_cinnebar, Киноварь
hbm:ore_coltan, Колтановая руда
hbm:ore_bedrock_coltan, Бедроковая колтановая руда
hbm:ore_oil, Нефтяной карман
hbm:ore_oil_empty, Пустой нефтяной карман
hbm:ore_oil_sand, Мазутный песок
hbm:ore_meteor_uranium, Метеоритная урановая руда
hbm:ore_meteor_thorium, Метеоритная ториевая руда
hbm:ore_meteor_titanium, Метеоритная титановая руда
hbm:ore_meteor_sulfur, Метеоритная серная руда
hbm:ore_meteor_copper, Метеоритная медная руда
hbm:ore_meteor_tungsten, Метеоритная вольфрамовая руда
hbm:ore_meteor_aluminium, Метеоритная алюминиевая руда
hbm:ore_meteor_lead, Метеоритная свинцовая руда
hbm:ore_meteor_lithium, Метеоритная литиевая руда
hbm:ore_meteor_starmetal, Руда звёздного металла
hbm:stone_gneiss, Графитовый сланец
hbm:ore_gneiss_iron, Сланцевая железная руда
hbm:ore_gneiss_gold, Сланцевая золотая руда
hbm:ore_gneiss_uranium, Сланцевая урановая руда
hbm:ore_gneiss_uranium_scorched, Обожённая сланцевая урановая руда
hbm:ore_gneiss_copper, Сланцевая медная руда
hbm:ore_gneiss_asbestos, Сланцевая асбестовая руда
hbm:ore_gneiss_lithium, Сланцевая литиевая руда
hbm:ore_gneiss_schrabidium, Сланцевая шрабидиевая руда
hbm:ore_gneiss_rare, Сланцевая редкоземельная руда
hbm:ore_gneiss_gas, Сланцевый газ
hbm:ore_tikite, Триксит
hbm:block_meteor, Блок метеорита
hbm:block_meteor_cobble, Метеоритный булыжник
hbm:block_meteor_broken, Разбитый блок метеорита
hbm:block_meteor_molten, Горячий метеоритный булыжник
hbm:block_meteor_treasure, Блок метеоритных сокровищ
hbm:meteor_polished, Полированный метеоритный блок
hbm:meteor_brick, Метеоритные кирпичи
hbm:meteor_brick_mossy, Замшелые метеоритные кирпичи
hbm:meteor_brick_cracked, Треснувшие метеоритные кирпичи
hbm:meteor_brick_chiseled, Высеченные метеоритные кирпичи
hbm:meteor_pillar, Метеоритный столб
hbm:meteor_spawner, Сборщик киберкрабов
hbm:meteor_battery, Генератор статического электричества из звездного металла
hbm:brick_jungle, Энаргитовые кирпичи
hbm:brick_jungle_cracked, Потресканные энаргитовые кирпичи
hbm:brick_jungle_lava, Магматические энаргитовые кирпичи
hbm:brick_jungle_ooze, Радиоактивные энаргитовые кирпичи
hbm:brick_jungle_mystic, Магические энаргитовые кирпичи
hbm:brick_jungle_trap, Энаргитовые кирпичи-ловушка
hbm:brick_jungle_glyph, Энаргитовые кирпичи с глифами
hbm:brick_jungle_circle, Круг Механиста
hbm:brick_dungeon, Берцелианит кирпичи
hbm:brick_dungeon_flat, Берцелианит
hbm:brick_dungeon_tile, Берцелианитовая плитка
hbm:brick_dungeon_circle, Берцелианитовый круг
hbm:block_niter, Блок селитры
hbm:block_sulfur, Блок серы
hbm:block_thorium, Ториевый блок 
hbm:block_thorium_fuel, Блок ториевого топлива
hbm:block_neptunium, Нептуниевый блок
hbm:block_polonium, Блок полония-210
hbm:block_mox_fuel, Блок МОКС топлива
hbm:block_plutonium, Плутониевый блок
hbm:block_pu238, Блок плутония-238
hbm:block_pu239, Блок плутония-239
hbm:block_pu240, Блок плутония-240
hbm:block_pu_mix, Блок плутония реакторного качества
hbm:block_plutonium_fuel, Блок плутониевого топлива
hbm:block_uranium, Урановый блок
hbm:block_u233, Блок урана-233
hbm:block_u235, Блок урана-235
hbm:block_u238, Блок урана-238
hbm:block_uranium_fuel, Блок уранового топлива
hbm:block_titanium, Титановый блок
hbm:block_copper, Медный блок
hbm:block_red_copper, Блок красной меди
hbm:block_advanced_alloy, Блок продвинутого сплава
hbm:block_tungsten, Вольфрамовый блок
hbm:block_aluminium, Алюминиевый блок
hbm:block_fluorite, Флюоритовый блок
hbm:block_steel, Стальной блок
hbm:block_lead, Свинцовый блок
hbm:block_bismuth, Блок висмута
hbm:block_coltan, Блок колтана
hbm:block_tantalium, Блок тантала
hbm:block_niobium, Блок ниобия
hbm:block_trinitite, Тринититовый блок
hbm:block_beryllium, Бериллиевый блок
hbm:block_schraranium, Блок шрарания
hbm:block_schrabidium, Блок шрабидия
hbm:block_schrabidate, Блок шрабидата железа
hbm:block_solinium, Солиниевый блок
hbm:block_schrabidium_fuel, Блок шрабидиевого топлива
hbm:block_euphemium, Блок эвфемия
hbm:block_dineutronium, Блок динейтрония
hbm:block_schrabidium_cluster, Шрабидиевый кластер
hbm:block_euphemium_cluster, Эвфемиево-вытравленный кластер шрабидия
hbm:block_combine_steel, Блок CMB-Стали
hbm:block_magnetized_tungsten, Блок намагниченного вольфрама
hbm:block_desh, Укрепленный блок деш
hbm:block_dura_steel, Укрепленный блок высокоскоростной стали
hbm:gravel_obsidian, Измельченный обсидиан
hbm:gravel_diamond, Измельченные алмазы
hbm:brick_concrete, Бетонные кирпичи
hbm:brick_concrete_mossy, Замшелые бетонные кирпичи
hbm:brick_concrete_cracked, Потресканные бетонные кирпичи
hbm:brick_concrete_broken, Сломанные бетонные кирпичи
hbm:brick_concrete_marked, Обозначенные бетонные кирпичи
hbm:brick_light, Легкие кирпичи
hbm:brick_compound, Сетка из соединения
hbm:cmb_brick, Плита CMB-стали
hbm:cmb_brick_reinforced, Усиленные CMB-кирпичи
hbm:brick_asbestos, Асбестовые кирпичи
hbm:brick_obsidian, Обсидиановые кирпичи
hbm:block_scrap, Блок металлолома
hbm:block_electrical_scrap, Блок отходов электроники
hbm:tile_lab, Лабораторная плитка
hbm:tile_lab_cracked, Треснувшая лабораторная плитка
hbm:tile_lab_broken, Разбитая лабораторная плитка
hbm:deco_titanium, Титановый декоративный блок
hbm:deco_red_copper, Красномедный декоративный блок
hbm:deco_tungsten, Вольфрамовый декоративный блок
hbm:deco_aluminium, Алюминиевый декоративный блок
hbm:deco_steel, Стальной декоративный блок
hbm:deco_lead, Свинцовый декоративный блок
hbm:deco_beryllium, Бериллевый декоративный блок
hbm:deco_asbestos, Асбестовая крыша
hbm:spinny_light, Spinny Light
hbm:hazmat, Блок защитной ткани
hbm:tape_recorder, Магнитофон
hbm:steel_poles, Стальные опоры
hbm:pole_top, Антенна
hbm:pole_satellite_receiver, Спутниковая тарелка
hbm:steel_wall, Стальная стенка
hbm:steel_corner, Стальной угол стены
hbm:steel_roof, Плоская стальная крыша
hbm:steel_beam, Стальная балка
hbm:steel_scaffold, Стальные подмости
hbm:steel_grate, Стальная решётка
hbm:deco_pipe, Стальная труба
hbm:deco_pipe_rusted, Ржавая стальная труба
hbm:deco_pipe_green, Зелёная стальная труба
hbm:deco_pipe_green_rusted, Ржавая зелёная стальная труба
hbm:deco_pipe_red, Красная стальная труба
hbm:deco_pipe_marked, Газовая труба
hbm:deco_pipe_rim, Стальная труба (Обрамленная)
hbm:deco_pipe_rim_rusted, Ржавая стальная труба (Обрамленная)
hbm:deco_pipe_rim_green, Зелёная стальная труба (Обрамленная)
hbm:deco_pipe_rim_green_rusted, Ржавая зелёная стальная труба (Обрамленная)
hbm:deco_pipe_rim_red, Красная стальная труба (Обрамленная)
hbm:deco_pipe_rim_marked, Газовая труба (Обрамленная)
hbm:deco_pipe_framed, Стальная труба (Каркасный)
hbm:deco_pipe_framed_rusted, Ржавая стальная труба (Каркасный)
hbm:deco_pipe_framed_green, Зелёная стальная труба (Каркасный)
hbm:deco_pipe_framed_green_rusted, Ржавая зелёная стальная труба (Каркасный)
hbm:deco_pipe_framed_red, Красная стальная труба (Каркасный)
hbm:deco_pipe_framed_marked, Газовая труба (Каркасный)
hbm:deco_pipe_quad, Стальные трубы
hbm:deco_pipe_quad_rusted, Ржавые стальные трубы
hbm:deco_pipe_quad_green, Зелёные стальные трубы
hbm:deco_pipe_quad_green_rusted, Ржавые зелёные стальные трубы
hbm:deco_pipe_quad_red, Красные стальные трубы
hbm:deco_pipe_quad_marked, Газовые трубы
hbm:mush, Светящийся гриб
hbm:mush_block, tile.mush_block.name
hbm:mush_block_stem, tile.mush_block_stem.name
hbm:block_waste, Блок ядерных отходов
hbm:block_waste_painted, Покрашенный блок ядерных отходов
hbm:block_waste_vitrified, Блок остеклованных ядерных отходов
hbm:waste_earth, Мертвая трава
hbm:waste_mycelium, Светящийся мицелий
hbm:waste_trinitite, Тринититовая руда
hbm:waste_trinitite_red, Красная тринититовая руда
hbm:waste_log, Обугленное бревно
hbm:waste_planks, Обугленные деревянные доски
hbm:frozen_grass, Замороженная трава
hbm:frozen_log, Замороженное бревно
hbm:frozen_planks, Замороженные доски
hbm:frozen_dirt, Замороженная земля
hbm:fallout, Радиоактивный осадок
hbm:block_boron, Блок бора
hbm:block_lanthanium, Блок лантания
hbm:block_actinium, Блок актиния
hbm:block_tritium, Блок тритиевых пробирок
hbm:block_semtex, Блок семтекса
hbm:block_smore, Блок с'мора
hbm:sellafield_slaked, Погашенный селлафит
hbm:sellafield_0, Селлафит
hbm:sellafield_1, Горячий селлафит
hbm:sellafield_2, Кипящий селлафит
hbm:sellafield_3, Пылающий селлафит
hbm:sellafield_4, Адский селлафит
hbm:sellafield_core, Селлафит-кориум
hbm:geysir_water, tile.geysir_water.name
hbm:geysir_chlorine, tile.geysir_chlorine.name
hbm:geysir_vapor, tile.geysir_vapor.name
hbm:geysir_nether, tile.geysir_nether.name
hbm:block_yellowcake, Блок йеллоукейка
hbm:block_starmetal, §9Блок звёздного металла§r
hbm:block_asbestos, Асбест
hbm:block_cobalt, Кобальтовый блок
hbm:block_lithium, Литиевый блок
hbm:block_zirconium, Блок циркония
hbm:block_insulator, Рулон изолятора
hbm:block_fiberglass, Рулон стекловолокна
hbm:block_white_phosphorus, Блок белого фосфора
hbm:block_red_phosphorus, Блок красного фосфора
hbm:block_fallout, Блок радиоактивных осадков
hbm:block_foam, Пена
hbm:block_graphite, Блок графита
hbm:block_graphite_drilled, Просверленный графит
hbm:block_graphite_fuel, Топливо поленницы
hbm:block_graphite_plutonium, Куча топлива (Переработанное)
hbm:block_graphite_rod, Контрольный стержень поленницы
hbm:block_graphite_source, Источник нейтронов поленницы
hbm:block_australium, Австралиевый блок
hbm:block_weidanium, Вейданиевый блок
hbm:block_reiium, Реиевый блок 
hbm:block_unobtainium, Недостатиевый блок
hbm:block_daffergon, Даффергоновый блок
hbm:block_verticium, Вертициевый блок
hbm:stone_depth, Глубинный камень
hbm:ore_depth_cinnebar, Глубинная киноварь
hbm:ore_depth_zirconium, Глубинная циркониевая руда
hbm:cluster_depth_iron, Глубинный железорудный кластер
hbm:cluster_depth_titanium, Глубинный титановый рудный кластер
hbm:cluster_depth_tungsten, Глубинный вольфрамовый рудный кластер
hbm:depth_brick, Глубинные кирпичи
hbm:depth_tiles, Глубинная плитка
hbm:depth_nether_brick, Адские глубинные кирпичи
hbm:depth_nether_tiles, Адская глубинная плитка
hbm:depth_dnt, ДНТ-усиленные глубинные кирпичи
hbm:stone_depth_nether, Адский глубинный камень
hbm:ore_depth_nether_neodymium, Адская глубинная неодимовая руда
hbm:stone_porous, tile.stone_porous.name
hbm:basalt, Базальт
hbm:basalt_sulfur, Богатый серой базальт
hbm:basalt_fluorite, Богатый флюоритом базальт
hbm:basalt_asbestos, Богатый асбестом базальт
hbm:basalt_gem, Богатый драгоценными камнями базальт
hbm:basalt_smooth, Гладкий базальт
hbm:basalt_brick, Базальтовые кирпичи
hbm:basalt_polished, Полированный базальт
hbm:basalt_tiles, Базальтовая плитка
hbm:ore_australium, Австралиевая руда
hbm:ore_weidanium, Вейдитит
hbm:ore_reiium, Реиит
hbm:ore_unobtainium, Брайтбленд
hbm:ore_daffergon, Деллит
hbm:ore_verticium, Долларовый Зелёный минерал
hbm:block_cap_nuka, Блок крышек от Ядер-колы
hbm:block_cap_quantum, Блок крышек от Квантовой Ядер-колы
hbm:block_cap_rad, Блок крышек от С~Колы РАД
hbm:block_cap_sparkle, Блок крышек от С~Колы
hbm:block_cap_korl, Блок крышек от Корл
hbm:block_cap_fritz, Блок крышек от Фрицз-Кола
hbm:block_cap_sunset, Блок крышек от Сансет Сарсапарилла
hbm:block_cap_star, Блок крышек со звездой от Сансет Сарсапарилла
hbm:nuke_gadget, Гаджет
hbm:nuke_boy, Малыш
hbm:nuke_man, Толстяк
hbm:nuke_mike, Иви Майк
hbm:nuke_tsar, Царь-бомба
hbm:nuke_fleija, F.L.E.I.J.A.
hbm:nuke_prototype, Прототип
hbm:nuke_solinium, Синий Ополаскиватель
hbm:nuke_n2, N²-мина 
hbm:nuke_n45, Морская мина N45
hbm:nuke_fstbmb, Жар-бомба
hbm:nuke_custom, Кастомная бомба
hbm:bomb_multi, Многоцелевая бомба
hbm:crashed_bomb, Неразорвавшаяся бомба
hbm:fireworks, Батарея фейерверков
hbm:mine_ap, Противопехотная мина
hbm:mine_he, Противотанковая мина
hbm:mine_shrap, Мина со шрапнелью
hbm:mine_fat, Мина-"Толстяк"
hbm:flame_war, Война в коробке
hbm:float_bomb, Левитационная бомба
hbm:emp_bomb, ЭМИ-бомба
hbm:therm_endo, Эндотермическая бомба
hbm:therm_exo, Экзотермическая бомба
hbm:det_cord, Детонирующий шнур
hbm:det_charge, Заряд взрывчатки
hbm:det_nuke, Ядерный заряд
hbm:det_miner, Шахтёрский заряд
hbm:red_barrel, Взрывная бочка
hbm:pink_barrel, Керосиновая бочка
hbm:yellow_barrel, Радиоктивная бочка
hbm:vitrified_barrel, Бочка с остеклованными ядерными отходами
hbm:lox_barrel, Бочка с жидким кислородом
hbm:taint_barrel, Бочка с осадком IMP
hbm:barrel_plastic, Безопасный бочонок™
hbm:barrel_corroded, Проржавевшая бочка
hbm:barrel_iron, Железная бочка
hbm:barrel_steel, Стальная бочка
hbm:barrel_tcalloy, Бак из технециевой стали
hbm:barrel_antimatter, Магнитный контейнер для антиматерии
hbm:machine_armor_table, Стол модификации брони
hbm:turret_light, Турель с лёгким пулемётом
hbm:turret_heavy, Турель с тяжёлым пулемётом
hbm:turret_rocket, Турель с ракетницей
hbm:turret_flamer, Турель с огнемётом
hbm:turret_tau, Турель с тау-пушкой
hbm:turret_spitfire, Турель без названия [WIP]
hbm:turret_cwis, ”Фэленкс” Mk-15 CIWS
hbm:turret_cheapo, Дешёвая пулемётная турель
hbm:turret_chekhov, Крупнокалиберная пулеметная турель "Чеховское ружьё"
hbm:turret_friendly, Турель Гатлинга "Мистер Дружелюбный"
hbm:turret_jeremy, Автопушка "Джереми"
hbm:turret_tauon, Прототип турели XVL1456 "Тауон"
hbm:turret_richard, Ракетная турель "Ричард"
hbm:turret_howard, Двойная турель Гатлинга CIWS "Говард"
hbm:turret_howard_damaged, Двойная турель Гатлинга CIWS "Мафусаил"
hbm:turret_maxwell, Высокоэнергетическая Мазерная турель "Максвелл"
hbm:turret_fritz, Тяжелая огнеметная турель "Фриц"
hbm:turret_brandon, tile.turret_brandon.name
hbm:rail_highspeed, Высокоскоростные рельсы
hbm:rail_booster, Ускоряющие высокоскоростные рельсы
hbm:machine_siren, Сирена
hbm:broadcaster_pc, Повреждённый передатчик
hbm:geiger, Счетчик Гейгера
hbm:fence_metal, Проволочная сетка
hbm:ash_digamma, Пепел
hbm:sand_boron, Борный песок
hbm:sand_lead, Свинцовый песок
hbm:sand_uranium, Урановый песок
hbm:sand_polonium, Полониевый песок
hbm:sand_quartz, Кварцевый песок
hbm:sand_gold, Золотой песок
hbm:sand_gold198, Песок из золота-198
hbm:glass_uranium, Урановое стекло
hbm:glass_trinitite, Тринититовое стекло
hbm:glass_polonium, Полониевое стекло
hbm:glass_boron, Борное стекло
hbm:glass_lead, Свинцовое стекло
hbm:glass_ash, Пепельное стекло
hbm:glass_quartz, Кварцевое стекло
hbm:seal_frame, Рама люка пусковой щахты
hbm:seal_controller, Открыватель дюка пусковой щахты
hbm:seal_hatch, Люк пусковой щахты
hbm:silo_hatch, Silo Hatch
hbm:vault_door, Дверь убежища Vault-Tec
hbm:blast_door, Раздвижные двери
hbm:sliding_blast_door, Sideways Sliding Blast Door
hbm:sliding_blast_door_2, Sideways Sliding Blast Door
hbm:sliding_blast_door_keypad, tile.sliding_blast_door_keypad.name
hbm:large_vehicle_door, Large Vehicle Door
hbm:water_door, Water Door
hbm:qe_containment, QE Containment Door
hbm:qe_sliding, QE Sliding Door
hbm:fire_door, Fire Door
hbm:small_hatch, Small Hatch
hbm:round_airlock_door, Round Airlock Door
hbm:secure_access_door, Secure Access Door
hbm:sliding_seal_door, Sliding Seal Door
hbm:transition_seal, Transition Seal
hbm:keypad_test, tile.keypad_test.name
hbm:bm_power_box, Black Mesa Power Switch
hbm:barbed_wire, Колючая проволока
hbm:barbed_wire_fire, Пылающая колючая проволока
hbm:barbed_wire_poison, Отравленная колючая проволока
hbm:barbed_wire_acid, Кислотная колючая проволока
hbm:barbed_wire_wither, Иссушающая колючая проволока
hbm:barbed_wire_ultradeath, Розовооблачная колючая проволока
hbm:spikes, Шипы
hbm:tesla, Катушка Теслы
hbm:crate, Ящик снабжения
hbm:crate_weapon, Ящик с оружием
hbm:crate_lead, Ящик с радиоактивными материалами
hbm:crate_metal, Ящик с механизмами
hbm:crate_red, Красный ящик
hbm:crate_iron, Железный ящик
hbm:crate_steel, Стальной ящик
hbm:crate_tungsten, Вольфрамовый ящик
hbm:crate_can, Ящик с консервами
hbm:crate_jungle, Ящик из энаргита
hbm:crate_ammo, Ящик из звёздного металла
hbm:safe, Сейф
hbm:machine_keyforge, Стол мастера по замкам
hbm:machine_solar_boiler, Бойлер солнечной башни
hbm:solar_mirror, Зеркало-гелиостат
hbm:machine_telelinker, Стол телелинка
hbm:machine_satlinker, Менеджер ID спутников
hbm:sat_dock, Станция посадки груза
hbm:soyuz_capsule, Грузовая посадочная капсула
hbm:book_guide, Книга знаний
hbm:machine_boiler_off, Паровой котёл
hbm:machine_boiler_on, Паровой котёл
hbm:machine_boiler_electric_off, Электрический котёл
hbm:machine_boiler_electric_on, Электрический котёл
hbm:red_pylon, Электрический столб
hbm:machine_battery_potato, Картофельная батарея
hbm:machine_battery, Энергохранилище
hbm:machine_lithium_battery, Литий-ионное энергохранилище
hbm:machine_schrabidium_battery, Шрабидиевое энергохранилище
hbm:machine_dineutronium_battery, Спарк-энергохранилище
hbm:machine_fensu, ЭМЭХ
hbm:machine_transformer, Трансформатор 10k-20Гц
hbm:machine_transformer_20, Трансформатор 10k-1Гц
hbm:machine_transformer_dnt, Трансформатор ДНТ-20Гц
hbm:machine_transformer_dnt_20, Трансформатор ДНТ-1Гц
hbm:machine_converter_he_rf, Конвертер энергии HE в RF
hbm:machine_converter_rf_he, Конвертер энергии RF в HE
